is_canceled,lead_time,country,market_segment,assigned_room_type,deposit_type,total_of_special_requests,reservation_status_date
0,6,PRT,Corporate,A,No Deposit,0,2017-04-20
0,261,DEU,Groups,D,No Deposit,0,2016-10-08
0,78,PRT,Corporate,D,No Deposit,0,2015-11-22
0,1,PRT,Direct,A,No Deposit,1,2016-08-15
0,154,BRA,Online TA,F,No Deposit,1,2017-02-02
0,0,NLD,Direct,K,No Deposit,2,2017-02-23
1,197,PRT,Groups,A,Non Refund,0,2016-12-13
0,3,PRT,Direct,E,No Deposit,2,2017-01-16
1,193,PRT,Offline TA/TO,A,Non Refund,0,2016-01-18
0,40,PRT,Offline TA/TO,A,No Deposit,0,2016-07-27
0,206,CHE,Online TA,A,No Deposit,1,2017-05-10
1,17,PRT,Online TA,A,No Deposit,2,2017-05-28
0,256,DEU,Offline TA/TO,A,No Deposit,0,2016-06-17
1,184,DEU,Online TA,A,No Deposit,1,2016-07-18
1,336,PRT,Offline TA/TO,A,Non Refund,0,2015-07-06
0,40,POL,Online TA,A,No Deposit,2,2015-09-23
0,102,DEU,Offline TA/TO,D,No Deposit,0,2015-10-18
1,135,PRT,Groups,A,Non Refund,0,2016-12-09
0,130,CN,Online TA,E,No Deposit,1,2017-07-11
0,83,RUS,Online TA,A,No Deposit,2,2015-10-16
0,0,AUT,Aviation,A,No Deposit,0,2017-06-03
0,237,DEU,Online TA,D,No Deposit,0,2015-09-17
0,0,GBR,Direct,A,No Deposit,0,2017-01-12
0,0,PRT,Corporate,E,No Deposit,0,2016-02-11
1,188,PRT,Offline TA/TO,A,Non Refund,0,2016-01-18
1,96,ITA,Offline TA/TO,A,No Deposit,0,2015-06-23
0,15,ITA,Online TA,A,No Deposit,0,2017-01-16
0,116,GBR,Offline TA/TO,D,No Deposit,1,2016-05-25
0,181,GBR,Offline TA/TO,A,No Deposit,0,2017-08-01
0,96,DEU,Groups,A,No Deposit,0,2017-03-26
1,103,IRL,Online TA,D,No Deposit,0,2016-06-20
0,263,PRT,Groups,A,No Deposit,1,2017-06-27
1,169,GBR,Online TA,A,No Deposit,2,2016-11-13
0,36,FRA,Online TA,C,No Deposit,1,2016-05-26
0,77,FRA,Online TA,A,No Deposit,1,2017-08-18
1,218,PRT,Online TA,D,No Deposit,1,2016-03-03
0,4,PRT,Corporate,A,No Deposit,0,2017-07-11
1,40,PRT,Corporate,A,No Deposit,0,2015-10-10
0,213,DEU,Online TA,A,No Deposit,0,2016-12-30
0,259,AUT,Online TA,D,No Deposit,1,2016-12-11
1,0,PRT,Direct,F,No Deposit,2,2015-09-09
0,246,FRA,Online TA,A,No Deposit,2,2017-08-01
1,351,PRT,Groups,A,Non Refund,0,2015-10-21
1,316,PRT,Online TA,D,No Deposit,1,2017-01-09
1,22,ESP,Online TA,D,No Deposit,1,2017-07-11
0,0,ARG,Online TA,D,No Deposit,0,2017-08-08
0,194,FRA,Online TA,A,No Deposit,2,2017-04-26
0,4,PRT,Corporate,A,No Deposit,1,2017-05-10
1,73,ITA,Online TA,D,No Deposit,2,2016-11-28
0,35,ITA,Groups,A,No Deposit,0,2016-11-30
1,365,PRT,Groups,A,Non Refund,0,2015-10-21
0,0,PRT,Offline TA/TO,A,No Deposit,0,2016-03-18
0,0,ESP,Direct,F,No Deposit,0,2017-08-23
1,342,PRT,Groups,A,Non Refund,0,2015-08-21
0,0,PRT,Direct,A,No Deposit,2,2016-10-31
0,4,ITA,Offline TA/TO,A,No Deposit,0,2016-01-05
0,78,BEL,Online TA,D,No Deposit,1,2017-04-14
0,9,AUT,Online TA,A,No Deposit,1,2016-07-21
1,56,PRT,Groups,A,Non Refund,0,2016-12-07
0,115,GBR,Online TA,A,No Deposit,2,2017-06-25
1,145,GBR,Online TA,A,No Deposit,0,2016-06-28
0,15,BRA,Offline TA/TO,A,No Deposit,0,2017-06-08
0,26,ESP,Online TA,A,No Deposit,1,2016-08-09
0,6,FRA,Online TA,E,No Deposit,1,2016-01-16
1,93,PRT,Groups,A,Non Refund,0,2015-11-09
1,184,DEU,Online TA,A,No Deposit,1,2016-07-18
1,46,CHE,Online TA,D,No Deposit,0,2017-03-22
0,24,AUT,Groups,A,No Deposit,0,2016-05-14
0,37,FRA,Online TA,A,No Deposit,1,2016-02-13
0,374,AUS,Offline TA/TO,A,No Deposit,0,2017-05-20
1,212,PRT,Groups,A,Non Refund,0,2016-08-03
1,92,PRT,Offline TA/TO,A,Non Refund,0,2016-01-19
0,39,ITA,Online TA,F,No Deposit,1,2017-06-18
0,98,OTHER,Online TA,F,No Deposit,1,2016-11-02
0,0,PRT,Corporate,E,No Deposit,2,2017-02-02
0,100,ESP,Groups,A,No Deposit,0,2015-11-02
1,135,GBR,Online TA,D,No Deposit,0,2016-07-13
1,21,PRT,Direct,D,No Deposit,1,2016-08-12
0,69,PRT,Groups,D,No Deposit,0,2015-10-28
0,8,ESP,Direct,G,No Deposit,2,2017-04-10
0,251,CN,Groups,E,No Deposit,0,2017-06-30
0,56,FRA,Online TA,F,No Deposit,1,2016-08-16
1,142,ESP,Online TA,E,No Deposit,1,2017-01-06
0,253,POL,Groups,D,No Deposit,0,2016-06-25
1,38,ESP,Online TA,F,No Deposit,0,2016-02-14
1,334,PRT,Groups,A,Non Refund,0,2015-07-02
0,57,SWE,Online TA,D,No Deposit,1,2017-03-07
1,31,ESP,Online TA,D,No Deposit,1,2017-06-28
1,344,PRT,Groups,A,Non Refund,0,2015-10-21
1,290,PRT,Online TA,E,No Deposit,1,2016-03-18
0,4,IRL,Offline TA/TO,E,No Deposit,0,2017-02-08
0,1,FRA,Offline TA/TO,A,No Deposit,0,2015-12-07
0,69,PRT,Groups,A,No Deposit,0,2015-10-28
1,8,PRT,Online TA,D,No Deposit,0,2016-05-02
1,66,PRT,Groups,A,No Deposit,0,2015-12-02
0,38,FRA,Direct,A,No Deposit,0,2016-02-16
1,104,PRT,Offline TA/TO,A,Non Refund,0,2015-09-07
0,124,ITA,Offline TA/TO,A,No Deposit,0,2015-08-11
1,294,PRT,Groups,A,Non Refund,0,2015-07-02
1,315,PRT,Offline TA/TO,A,Non Refund,0,2016-03-15
0,18,PRT,Direct,G,No Deposit,1,2017-06-15
1,102,RUS,Online TA,D,No Deposit,2,2016-12-13
0,104,ITA,Direct,A,No Deposit,0,2017-06-30
1,98,ESP,Online TA,A,No Deposit,2,2016-09-02
0,0,ESP,Offline TA/TO,F,No Deposit,0,2015-12-04
0,213,FRA,Online TA,A,No Deposit,0,2016-08-29
1,118,PRT,Online TA,A,No Deposit,0,2015-05-20
0,2,DEU,Online TA,A,No Deposit,0,2015-11-16
1,186,PRT,Groups,A,Non Refund,0,2016-11-25
0,0,ITA,Online TA,A,No Deposit,0,2017-06-26
0,0,PRT,Direct,F,No Deposit,0,2015-11-07
1,134,ITA,Online TA,D,No Deposit,0,2016-08-09
1,93,PRT,Offline TA/TO,A,Non Refund,0,2017-01-03
1,169,PRT,Offline TA/TO,A,Non Refund,0,2016-12-21
0,186,DEU,Offline TA/TO,A,No Deposit,2,2016-06-29
1,205,GBR,Online TA,D,No Deposit,2,2016-10-01
0,0,PRT,Corporate,A,No Deposit,0,2016-10-21
0,40,FRA,Offline TA/TO,A,No Deposit,0,2016-10-28
0,21,FRA,Online TA,D,No Deposit,1,2017-07-22
0,168,CN,Online TA,D,No Deposit,0,2017-05-15
0,23,ITA,Offline TA/TO,A,No Deposit,1,2016-01-05
0,163,GBR,Offline TA/TO,E,No Deposit,0,2017-05-22
0,216,PRT,Online TA,A,No Deposit,1,2017-06-19
0,98,FRA,Offline TA/TO,D,No Deposit,0,2016-05-19
1,261,PRT,Offline TA/TO,A,Non Refund,0,2015-07-08
1,292,PRT,Groups,A,Non Refund,0,2015-07-02
1,164,PRT,Groups,A,Non Refund,0,2015-06-15
1,90,PRT,Online TA,A,No Deposit,0,2016-06-07
0,0,CN,Online TA,D,No Deposit,1,2017-07-07
0,2,PRT,Complementary,A,No Deposit,0,2016-02-13
0,20,PRT,Online TA,A,No Deposit,1,2017-01-13
1,156,PRT,Groups,A,Non Refund,0,2016-11-21
0,254,PRT,Online TA,A,No Deposit,1,2016-10-03
1,45,CHN,Online TA,A,No Deposit,1,2017-06-08
1,368,PRT,Groups,A,Non Refund,0,2017-06-06
1,157,PRT,Online TA,C,No Deposit,0,2017-01-27
0,6,USA,Direct,H,No Deposit,1,2017-08-16
1,76,OTHER,Online TA,D,No Deposit,1,2016-07-15
0,37,GBR,Direct,D,No Deposit,1,2016-01-23
1,37,GBR,Online TA,F,No Deposit,0,2017-05-08
0,128,HUN,Online TA,A,No Deposit,1,2017-08-22
1,61,PRT,Groups,A,Non Refund,0,2016-11-25
1,65,PRT,Direct,E,No Deposit,0,2016-05-10
1,143,GBR,Online TA,A,No Deposit,2,2016-09-04
1,374,PRT,Groups,A,Non Refund,0,2015-10-21
0,32,PRT,Online TA,K,No Deposit,1,2016-11-15
0,8,TUR,Online TA,A,No Deposit,0,2016-05-26
1,73,PRT,Online TA,A,No Deposit,0,2016-03-26
0,159,FRA,Online TA,A,No Deposit,0,2017-05-28
0,176,NOR,Online TA,A,No Deposit,0,2016-03-26
1,81,BRA,Online TA,A,No Deposit,1,2016-02-14
0,63,BRA,Groups,A,No Deposit,0,2015-09-05
1,215,PRT,Groups,A,Non Refund,0,2016-11-25
0,13,MAR,Online TA,A,No Deposit,2,2016-08-21
0,160,POL,Online TA,A,No Deposit,1,2017-08-21
0,287,DEU,Online TA,A,No Deposit,1,2016-10-24
1,344,PRT,Groups,A,Non Refund,0,2015-10-21
0,195,GBR,Groups,D,No Deposit,0,2017-03-15
0,1,PRT,Offline TA/TO,D,No Deposit,0,2016-02-08
0,1,PRT,Corporate,A,No Deposit,0,2016-10-22
1,120,AUS,Direct,A,No Deposit,0,2017-03-12
1,0,PRT,Online TA,A,No Deposit,0,2016-05-20
1,47,BRA,Online TA,D,No Deposit,0,2017-03-09
0,339,GBR,Groups,A,Refundable,0,2016-10-18
1,23,PRT,Online TA,A,No Deposit,1,2015-07-04
0,48,FRA,Direct,A,No Deposit,0,2016-05-12
0,20,IRL,Direct,D,No Deposit,1,2016-10-14
1,158,DEU,Online TA,E,No Deposit,0,2017-04-08
0,7,GBR,Direct,C,No Deposit,1,2016-05-12
1,174,SWE,Online TA,A,No Deposit,0,2017-06-17
1,206,DEU,Online TA,A,No Deposit,0,2016-03-01
1,144,PRT,Offline TA/TO,A,No Deposit,0,2017-02-09
0,36,PRT,Offline TA/TO,A,No Deposit,0,2015-10-16
0,36,PRT,Online TA,B,No Deposit,1,2015-10-26
0,2,PRT,Direct,A,No Deposit,0,2016-12-31
0,141,ITA,Online TA,D,No Deposit,1,2016-09-25
0,0,DEU,Direct,B,No Deposit,0,2016-07-22
1,183,ESP,Online TA,A,No Deposit,0,2017-05-19
1,137,PRT,Online TA,A,No Deposit,1,2016-12-01
0,12,PRT,Direct,D,No Deposit,0,2015-12-26
1,105,PRT,Online TA,A,No Deposit,2,2015-09-17
0,70,AUT,Online TA,A,No Deposit,2,2017-01-21
1,68,PRT,Groups,A,Non Refund,0,2016-01-06
1,117,PRT,Online TA,A,No Deposit,1,2016-02-09
0,314,GBR,Offline TA/TO,A,No Deposit,0,2016-06-05
0,3,ITA,Online TA,A,No Deposit,2,2017-03-15
0,16,PRT,Direct,A,No Deposit,1,2015-08-02
1,346,PRT,Groups,A,Non Refund,0,2015-01-01
1,103,PRT,Offline TA/TO,A,Non Refund,0,2016-02-25
1,307,PRT,Groups,A,No Deposit,0,2014-10-17
1,98,BRA,Online TA,A,No Deposit,0,2017-03-28
1,68,PRT,Groups,A,Non Refund,0,2016-01-06
1,338,PRT,Direct,A,No Deposit,0,2015-01-02
0,69,PRT,Groups,D,No Deposit,0,2015-09-11
1,6,PRT,Corporate,A,Non Refund,0,2015-09-15
0,57,NLD,Online TA,A,No Deposit,1,2015-11-29
1,374,PRT,Offline TA/TO,A,Non Refund,0,2016-04-17
1,374,PRT,Groups,A,Non Refund,0,2015-10-21
0,149,FRA,Online TA,F,No Deposit,1,2016-08-15
1,106,PRT,Groups,A,Non Refund,0,2015-10-21
0,146,ISR,Online TA,A,No Deposit,1,2016-07-16
0,290,DEU,Online TA,A,No Deposit,1,2017-07-11
1,57,GBR,Online TA,A,No Deposit,0,2017-02-13
1,38,PRT,Online TA,A,No Deposit,2,2017-02-14
1,163,PRT,Groups,A,Non Refund,0,2016-02-09
1,320,PRT,Groups,A,Non Refund,0,2017-01-12
1,100,PRT,Offline TA/TO,A,Non Refund,0,2015-09-28
0,70,CHE,Online TA,A,No Deposit,1,2016-09-16
0,4,PRT,Corporate,A,No Deposit,2,2017-06-14
0,297,GBR,Offline TA/TO,A,No Deposit,1,2016-06-18
1,258,DEU,Online TA,A,No Deposit,0,2016-08-09
1,87,FRA,Groups,A,Non Refund,0,2015-09-10
1,315,PRT,Offline TA/TO,A,Non Refund,0,2016-01-28
0,40,FRA,Offline TA/TO,C,No Deposit,0,2016-12-08
0,7,FRA,Online TA,A,No Deposit,0,2016-04-05
1,142,POL,Groups,A,Non Refund,0,2016-01-18
1,106,GBR,Online TA,A,No Deposit,0,2017-05-09
0,194,IRL,Online TA,A,No Deposit,2,2016-03-28
1,19,TUR,Online TA,A,No Deposit,0,2016-04-18
0,174,GBR,Online TA,I,No Deposit,0,2016-09-26
1,29,NOR,Online TA,D,No Deposit,0,2016-05-20
0,268,IRL,Direct,D,No Deposit,1,2017-06-04
1,171,ESP,Online TA,G,No Deposit,0,2017-01-13
0,1,PRT,Complementary,A,No Deposit,0,2016-12-13
1,58,USA,Online TA,E,No Deposit,0,2017-03-01
0,300,GBR,Groups,A,No Deposit,0,2017-05-31
1,197,PRT,Groups,D,Non Refund,0,2016-03-31
0,126,DEU,Online TA,A,No Deposit,1,2016-05-08
1,17,PRT,Online TA,A,No Deposit,0,2016-11-24
0,92,SWE,Online TA,A,No Deposit,0,2017-06-12
1,37,PRT,Offline TA/TO,A,No Deposit,0,2016-09-06
0,18,ESP,Online TA,A,No Deposit,1,2017-07-29
1,342,PRT,Groups,A,Non Refund,0,2015-08-21
0,40,JPN,Online TA,A,No Deposit,1,2016-06-10
1,146,BRA,Online TA,E,No Deposit,0,2017-03-13
0,26,FRA,Online TA,A,No Deposit,1,2017-05-17
0,60,SWE,Online TA,A,No Deposit,1,2016-11-16
0,48,PRT,Offline TA/TO,A,No Deposit,0,2016-09-16
0,2,AGO,Direct,D,No Deposit,1,2017-06-28
0,169,PRT,Groups,A,Refundable,0,2016-04-04
0,93,FRA,Online TA,E,No Deposit,1,2017-05-06
1,374,PRT,Groups,A,Non Refund,0,2015-10-21
0,81,USA,Online TA,A,No Deposit,1,2015-09-26
1,28,GBR,Online TA,A,No Deposit,0,2016-03-02
0,10,NLD,Offline TA/TO,A,No Deposit,0,2016-02-22
0,194,NLD,Direct,A,No Deposit,0,2016-08-08
0,31,PRT,Online TA,A,No Deposit,2,2016-11-20
0,28,FRA,Online TA,A,No Deposit,1,2016-09-20
1,305,PRT,Offline TA/TO,A,Non Refund,0,2016-02-01
0,192,DEU,Offline TA/TO,A,No Deposit,1,2016-08-31
0,214,NLD,Groups,A,No Deposit,0,2016-11-24
1,94,IRL,Online TA,A,No Deposit,1,2017-04-29
1,74,PRT,Groups,A,Non Refund,0,2016-01-21
0,266,GBR,Offline TA/TO,A,No Deposit,0,2016-06-23
0,70,POL,Online TA,C,No Deposit,2,2016-11-07
1,102,PRT,Online TA,E,No Deposit,0,2015-07-21
0,3,PRT,Direct,A,No Deposit,0,2017-01-15
0,71,CN,Offline TA/TO,D,No Deposit,0,2016-10-24
0,19,CHE,Offline TA/TO,A,No Deposit,1,2016-09-22
1,5,PRT,Groups,A,Non Refund,0,2017-05-05
1,262,PRT,Groups,A,Non Refund,0,2015-09-04
1,351,PRT,Groups,A,Non Refund,0,2015-10-21
1,222,PRT,Groups,A,Non Refund,0,2015-03-03
1,5,BRA,Online TA,A,No Deposit,0,2016-11-16
1,312,GBR,Online TA,E,No Deposit,2,2016-10-24
0,103,FRA,Offline TA/TO,A,No Deposit,0,2016-05-07
0,14,BRA,Online TA,D,No Deposit,1,2017-03-11
0,0,NLD,Online TA,D,No Deposit,0,2016-05-03
0,2,PRT,Online TA,D,No Deposit,0,2015-11-29
1,146,PRT,Offline TA/TO,A,Non Refund,0,2015-12-03
0,141,CHE,Online TA,D,No Deposit,2,2016-10-27
0,159,FRA,Offline TA/TO,A,No Deposit,1,2016-04-11
0,213,AUT,Offline TA/TO,A,No Deposit,0,2017-05-22
0,193,AUT,Offline TA/TO,A,No Deposit,1,2016-08-04
1,196,PRT,Online TA,G,No Deposit,2,2017-01-15
1,338,FRA,Online TA,E,No Deposit,0,2016-08-05
0,12,BEL,Online TA,A,No Deposit,0,2016-07-21
0,2,PRT,Corporate,D,No Deposit,0,2017-01-27
1,221,PRT,Groups,A,No Deposit,0,2016-10-13
0,1,ESP,Online TA,A,No Deposit,2,2016-03-25
1,168,PRT,Groups,A,Non Refund,0,2016-01-19
0,28,GBR,Direct,D,No Deposit,0,2015-10-15
0,4,POL,Online TA,A,No Deposit,2,2017-07-13
1,72,PRT,Online TA,A,No Deposit,0,2015-06-12
1,7,ESP,Online TA,A,No Deposit,0,2016-09-10
0,5,ESP,Online TA,E,No Deposit,2,2016-12-14
0,123,ESP,Groups,A,No Deposit,0,2016-02-29
0,2,NLD,Online TA,D,No Deposit,1,2017-08-04
0,0,PRT,Direct,D,No Deposit,0,2016-11-06
0,1,USA,Online TA,A,No Deposit,1,2016-04-18
0,51,PRT,Online TA,F,No Deposit,1,2016-10-08
0,152,PRT,Direct,E,No Deposit,1,2016-06-21
0,265,DEU,Offline TA/TO,D,No Deposit,0,2016-06-26
1,34,PRT,Offline TA/TO,A,Non Refund,0,2015-11-17
0,99,IRL,Offline TA/TO,D,No Deposit,0,2015-09-26
1,112,PRT,Groups,A,No Deposit,0,2016-02-05
1,297,PRT,Groups,A,Non Refund,0,2015-01-01
1,94,FRA,Direct,D,No Deposit,0,2017-02-23
0,25,BEL,Online TA,A,No Deposit,2,2016-10-20
0,176,DEU,Direct,E,No Deposit,0,2017-07-05
0,1,PRT,Direct,F,No Deposit,1,2015-10-31
0,6,PRT,Corporate,A,No Deposit,0,2016-11-25
0,62,PRT,Corporate,D,No Deposit,0,2016-10-24
0,23,NLD,Online TA,F,No Deposit,0,2017-02-23
0,1,PRT,Online TA,A,No Deposit,1,2016-01-01
1,99,FRA,Direct,A,No Deposit,0,2017-05-22
0,10,POL,Online TA,E,No Deposit,2,2016-03-28
1,67,PRT,Groups,A,Non Refund,0,2016-12-07
0,0,PRT,Corporate,A,No Deposit,0,2016-12-14
0,47,ESP,Offline TA/TO,A,No Deposit,1,2015-12-08
1,71,DEU,Online TA,D,No Deposit,0,2016-07-23
0,135,DEU,Offline TA/TO,A,No Deposit,1,2017-08-06
0,4,FRA,Direct,F,No Deposit,1,2016-04-16
1,4,IRL,Online TA,A,No Deposit,0,2016-07-29
0,92,OTHER,Offline TA/TO,A,No Deposit,0,2016-11-12
1,94,FRA,Online TA,A,No Deposit,0,2017-02-08
0,263,PRT,Offline TA/TO,D,No Deposit,0,2015-09-22
0,167,IRL,Direct,F,No Deposit,0,2017-06-21
1,36,CHN,Online TA,A,No Deposit,1,2016-09-29
0,1,FRA,Online TA,A,No Deposit,2,2016-08-06
1,302,PRT,Groups,A,Non Refund,0,2015-10-21
1,58,PRT,Offline TA/TO,A,No Deposit,1,2015-11-27
0,140,PRT,Groups,A,No Deposit,0,2015-11-21
0,8,DEU,Online TA,D,No Deposit,1,2016-02-21
1,272,PRT,Offline TA/TO,A,No Deposit,0,2015-09-28
0,78,PRT,Online TA,D,No Deposit,1,2016-07-13
1,118,ITA,Online TA,D,No Deposit,2,2017-01-02
0,36,GBR,Offline TA/TO,D,No Deposit,0,2016-08-31
0,74,BRA,Offline TA/TO,A,No Deposit,0,2016-09-25
0,210,DEU,Online TA,A,No Deposit,1,2016-08-22
0,187,FRA,Online TA,A,No Deposit,2,2016-10-10
0,11,PRT,Online TA,A,No Deposit,1,2016-03-31
1,281,PRT,Groups,A,No Deposit,0,2015-07-06
0,0,NLD,Online TA,A,No Deposit,0,2017-06-29
1,351,PRT,Groups,A,No Deposit,0,2015-07-06
1,82,GBR,Online TA,A,No Deposit,1,2016-08-02
0,10,PRT,Complementary,E,No Deposit,2,2016-07-05
0,40,GBR,Direct,A,No Deposit,0,2016-02-15
1,241,PRT,Groups,A,Non Refund,0,2015-09-11
1,148,NLD,Online TA,A,No Deposit,0,2016-03-27
1,30,PRT,Direct,E,No Deposit,2,2015-10-19
1,5,PRT,Groups,A,No Deposit,0,2017-03-01
1,142,PRT,Offline TA/TO,A,Non Refund,0,2017-02-06
0,22,PRT,Offline TA/TO,A,No Deposit,0,2017-04-28
1,80,ESP,Online TA,E,No Deposit,0,2016-06-09
0,5,PRT,Corporate,A,No Deposit,0,2015-10-28
0,81,GBR,Online TA,A,No Deposit,1,2016-03-12
1,78,PRT,Offline TA/TO,G,No Deposit,0,2016-11-21
0,84,ITA,Direct,E,No Deposit,0,2017-04-24
0,183,FRA,Offline TA/TO,A,No Deposit,1,2016-09-11
0,151,BEL,Offline TA/TO,B,No Deposit,0,2016-01-22
0,286,ITA,Offline TA/TO,A,No Deposit,0,2016-09-18
0,150,FRA,Offline TA/TO,A,No Deposit,1,2016-06-19
0,374,GBR,Groups,A,No Deposit,0,2016-10-24
1,101,PRT,Direct,A,No Deposit,2,2017-07-11
1,127,AUS,Online TA,A,No Deposit,2,2017-06-02
0,15,PRT,Online TA,A,No Deposit,0,2015-12-24
1,97,PRT,Groups,A,Non Refund,0,2015-07-03
0,68,PRT,Groups,B,No Deposit,0,2015-09-16
1,74,GBR,Online TA,A,No Deposit,0,2017-03-19
0,103,PRT,Online TA,A,No Deposit,1,2015-08-10
0,2,FIN,Direct,E,No Deposit,0,2016-03-03
1,30,ESP,Online TA,A,No Deposit,0,2016-04-24
0,5,PRT,Corporate,E,No Deposit,0,2017-03-03
1,300,PRT,Groups,A,Non Refund,0,2016-03-14
0,201,GBR,Online TA,A,No Deposit,1,2016-03-20
0,0,AUS,Direct,H,No Deposit,0,2016-07-19
1,224,ESP,Online TA,E,No Deposit,1,2017-02-13
0,247,DEU,Offline TA/TO,A,No Deposit,1,2016-06-08
0,23,PRT,Offline TA/TO,A,No Deposit,0,2016-02-10
0,30,ESP,Online TA,E,No Deposit,0,2015-07-10
1,105,PRT,Offline TA/TO,A,Non Refund,0,2016-01-18
0,175,PRT,Offline TA/TO,A,No Deposit,0,2017-06-11
0,31,GBR,Online TA,D,No Deposit,0,2017-04-08
1,294,PRT,Groups,A,Non Refund,0,2015-07-02
1,1,PRT,Online TA,A,No Deposit,0,2016-07-28
1,22,FRA,Online TA,A,No Deposit,0,2016-09-04
0,5,ESP,Online TA,A,No Deposit,0,2017-01-29
0,0,ESP,Direct,F,No Deposit,1,2015-10-12
0,43,DEU,Offline TA/TO,A,No Deposit,0,2016-11-06
0,18,PRT,Groups,A,No Deposit,1,2017-05-24
0,29,PRT,Corporate,A,No Deposit,0,2016-12-04
0,0,ITA,Online TA,C,No Deposit,0,2016-11-04
0,47,TUR,Groups,D,No Deposit,1,2016-03-13
0,122,CHE,Online TA,A,No Deposit,0,2017-05-13
0,364,GBR,Groups,A,No Deposit,0,2016-10-17
0,206,FRA,Online TA,A,No Deposit,0,2017-06-02
0,36,DNK,Online TA,A,No Deposit,1,2016-05-05
1,113,NLD,Online TA,F,No Deposit,0,2016-01-09
0,94,BRA,Online TA,A,No Deposit,1,2017-05-23
0,5,PRT,Online TA,C,No Deposit,1,2016-03-24
1,72,PRT,Online TA,A,No Deposit,1,2017-01-24
1,19,ITA,Online TA,A,No Deposit,2,2017-04-29
0,13,DEU,Offline TA/TO,A,No Deposit,0,2016-01-21
1,208,IRL,Direct,E,No Deposit,0,2016-09-26
0,155,GBR,Direct,C,No Deposit,2,2015-12-27
1,111,POL,Online TA,D,No Deposit,1,2016-12-05
0,45,ITA,Offline TA/TO,F,No Deposit,1,2015-12-22
1,12,PRT,Online TA,D,No Deposit,0,2017-05-05
1,94,PRT,Online TA,A,No Deposit,1,2015-09-21
0,11,ROU,Online TA,A,No Deposit,2,2017-05-06
0,0,PRT,Direct,E,No Deposit,0,2016-04-18
0,1,POL,Direct,D,Non Refund,0,2015-10-04
1,374,PRT,Offline TA/TO,A,No Deposit,0,2016-07-08
0,218,PRT,Direct,A,No Deposit,0,2016-07-02
0,23,FRA,Offline TA/TO,A,No Deposit,0,2017-01-12
0,2,ESP,Offline TA/TO,A,No Deposit,0,2016-07-01
0,47,FRA,Online TA,D,No Deposit,0,2016-09-22
0,112,GBR,Online TA,E,No Deposit,2,2017-06-25
0,5,DEU,Online TA,A,No Deposit,2,2016-11-22
0,109,FRA,Offline TA/TO,A,No Deposit,0,2016-07-19
1,17,SWE,Online TA,G,No Deposit,0,2016-10-11
0,148,NLD,Online TA,D,No Deposit,0,2017-08-12
1,244,PRT,Online TA,A,No Deposit,1,2015-12-08
1,160,CN,Online TA,A,No Deposit,1,2017-02-16
0,0,PRT,Offline TA/TO,A,No Deposit,0,2016-12-22
1,374,PRT,Groups,A,Non Refund,0,2015-10-21
0,23,PRT,Direct,D,No Deposit,2,2017-02-12
0,5,PRT,Online TA,B,No Deposit,2,2016-02-13
0,61,ESP,Offline TA/TO,B,No Deposit,0,2016-03-23
0,44,PRT,Direct,D,No Deposit,1,2016-04-10
1,5,PRT,Groups,A,No Deposit,0,2016-03-14
1,105,USA,Online TA,D,No Deposit,0,2016-06-05
0,44,FRA,Online TA,A,No Deposit,1,2016-11-24
1,141,OTHER,Online TA,D,No Deposit,0,2016-01-03
0,322,PRT,Offline TA/TO,A,No Deposit,0,2017-05-06
0,1,RUS,Online TA,A,No Deposit,1,2017-01-07
0,74,PRT,Offline TA/TO,B,No Deposit,0,2015-09-20
1,30,PRT,Groups,A,No Deposit,0,2016-09-23
0,176,DEU,Offline TA/TO,A,No Deposit,0,2017-08-09
0,131,PRT,Online TA,D,No Deposit,1,2016-07-05
0,93,FRA,Online TA,D,No Deposit,2,2017-01-23
0,5,PRT,Direct,H,No Deposit,1,2017-05-17
1,0,PRT,Complementary,D,No Deposit,0,2017-06-29
1,48,PRT,Groups,A,Non Refund,0,2016-09-06
0,0,MEX,Online TA,A,No Deposit,0,2015-08-13
1,212,PRT,Groups,A,No Deposit,0,2017-04-21
0,0,PRT,Corporate,A,No Deposit,0,2016-03-16
0,0,USA,Online TA,D,No Deposit,0,2017-07-18
0,78,RUS,Groups,A,No Deposit,0,2017-01-27
1,20,GBR,Online TA,G,No Deposit,0,2017-01-11
1,19,GBR,Online TA,F,No Deposit,1,2016-12-26
0,84,IRL,Online TA,E,No Deposit,1,2016-11-06
1,85,PRT,Groups,A,Non Refund,0,2015-10-13
0,374,GBR,Groups,D,No Deposit,0,2016-10-09
1,248,PRT,Offline TA/TO,D,No Deposit,0,2016-11-01
0,86,DEU,Online TA,A,No Deposit,2,2017-04-02
1,77,PRT,Online TA,A,No Deposit,0,2017-03-08
0,0,PRT,Direct,A,No Deposit,0,2016-02-24
1,71,PRT,Offline TA/TO,A,Non Refund,0,2016-04-27
0,5,BEL,Online TA,A,No Deposit,2,2016-10-22
0,1,PRT,Online TA,D,No Deposit,1,2016-05-21
0,70,IRL,Offline TA/TO,A,No Deposit,2,2017-05-09
0,25,FRA,Online TA,A,No Deposit,1,2016-02-14
0,274,GBR,Online TA,A,No Deposit,2,2017-03-13
0,62,CHE,Online TA,A,No Deposit,1,2016-11-11
0,102,DEU,Online TA,A,No Deposit,1,2017-05-27
0,11,PRT,Direct,E,No Deposit,1,2015-07-26
